accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs,parsed_date,year,subtype,group_count,sampling_weight
PP_0030M7W.2,A.D.3.10,2023-11-28,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15190,2025-06-30,hRSV/A/Spain/CT-HUVH-310230/2023,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118627009,0.996912972085386,NA,NA,OZ280444.1,NA,NA,NA,0,10,2023-11-28T00:00:00Z,2023,RSV-A,206,0.06967330142916177
PP_001JJWK.1,A.D.4,2015-03-08,Kenya,NA,"Otieno, J. R.; Kamau, E. M.; Oketch, J. W.; Ngoi, J. M.; Gichuki, A. M.; Binter, S.; Otieno, G. P.; Ngama, M.; Agoti, C. N.; Cane, P. A.; Kellam, P.; Cotten, M.; Lemey, P.; Nokes, D. J.","KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department",Homo sapiens,15053,2018-09-28,MH182045.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9887027914614122,NA,NA,MH182045.1,NA,NA,KEN/KILIFI/WGS/1309_08/03/2015,0,0,2015-03-08T00:00:00Z,2015,RSV-A,26,0.19611613513818404
PP_001X2DA.1,A.D.1.4,2023-10-20,Ireland,NA,"Carr, M.; Dean, J.; Hare, D.; OByrne, E.; De Gascun, C. F.; Rice, A.; Gonzalez, G.","University College Dublin, National Virus Reference Laboratory",Homo sapiens,15075,2024-08-06,PP970026.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9902134646962232,NA,NA,PP970026.1,NA,NA,A19160761,0,0,2023-10-20T00:00:00Z,2023,RSV-A,62,0.1270001270001905
PP_001XBYW.1,A.D.1,2021-08-08,United Kingdom,Scotland,"Maloney, D. M.; Fernandes, G.; Jasim, S.; Dewar, R.; Templeton, K. E.","University of Edinburgh, Institute of Ecology and Evolution",Homo sapiens,15046,2024-09-25,PQ348797.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.971231527093596,NA,NA,PQ348797.1,NA,NA,RSVLO399,1,259,2021-08-08T00:00:00Z,2021,RSV-A,53,0.13736056394868904
PP_001HPEF.1,A.D,2015,China,NA,"Chen, X.; Xu, B.; Guo, J.; Li, C.; An, S.; Zhou, Y.; Chen, A.; Deng, L.; Fu, Z.; Zhu, Y.; Liu, C.; Xu, L.; Wang, W.; Shen, K.; Xie, Z.","Beijing Pediatric Research Institute, Beijing Children's Hospital, Capital Medical University, National Center for Children's Health, Virology Laborotary",Homo sapiens,1725,2018-04-01,MF978628.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,MF978628.1,NA,NA,RSVA-WZ-154/ZJ/2015,0,0,2015-01-01T00:00:00Z,2015,RSV-A,180,0.07453559924999299
PP_001NZEV.1,A.D.5,2022-01-08,Kuwait,NA,"Madi, N.","Kuwait University, Microbiology",Homo sapiens,15222,2024-01-31,PP151350.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PP151350.1,NA,NA,KW/RSVA/22,0,0,2022-01-08T00:00:00Z,2022,RSV-A,12,0.2886751345948129
PP_001VJPB.1,A.D.1,2018-12-04,Canada,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15223,2024-04-09,PP376501.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343185550084,NA,NA,PP376501.1,NA,NA,010202014,0,0,2018-12-04T00:00:00Z,2018,RSV-A,46,0.14744195615489714
PP_004MKLV.1,A.D.3.2,2026-02-03,Spain,Catalonia,"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,Homo sapiens,15187,2026-03-04,hRSV/A/Spain/CT-HUAV-496106/2026,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121925916,0.997504105090312,NA,NA,NA,NA,NA,NA,0,0,2026-02-03T00:00:00Z,2026,RSV-A,63,0.1259881576697424
PP_001XC7C.1,A.D.1,2021-09-08,United Kingdom,Scotland,"Maloney, D. M.; Fernandes, G.; Jasim, S.; Dewar, R.; Templeton, K. E.","University of Edinburgh, Institute of Ecology and Evolution",Homo sapiens,15046,2024-09-25,PQ348806.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9881773399014778,NA,NA,PQ348806.1,NA,NA,RSVLO422,2,0,2021-09-08T00:00:00Z,2021,RSV-A,53,0.13736056394868904
PP_004MMD8.1,A.D.3.7,2026-01-27,Spain,Catalonia,"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,Homo sapiens,13786,2026-03-04,hRSV/A/Spain/CT-HUVH-319974/2026,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121925977,0.7259770114942529,NA,NA,NA,NA,NA,NA,0,2731,2026-01-27T00:00:00Z,2026,RSV-A,63,0.1259881576697424
PP_001UNS3.1,A.D.3,2019-12-01,China,NA,"Li, F.; Zhu, Y.; Chen, X.","Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology",Homo sapiens,15280,2023-11-04,OR666549.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,OR666549.1,NA,NA,RSVA/18022/BJ/CHN/2019.12.01,0,0,2019-12-01T00:00:00Z,2019,RSV-A,119,0.09166984970282113
PP_001JJ44.1,A.D.4,2014-12-18,Kenya,NA,"Otieno, J. R.; Kamau, E. M.; Oketch, J. W.; Ngoi, J. M.; Gichuki, A. M.; Binter, S.; Otieno, G. P.; Ngama, M.; Agoti, C. N.; Cane, P. A.; Kellam, P.; Cotten, M.; Lemey, P.; Nokes, D. J.","KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department",Homo sapiens,15098,2018-09-28,MH182019.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9915927750410508,NA,NA,MH182019.1,NA,NA,KEN/KILIFI/WGS/1271_18/12/2014,0,0,2014-12-18T00:00:00Z,2014,RSV-A,31,0.1796053020267749
PP_003UM5B.1,A.D.2.2,2017-01-11,USA,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1716,2020-06-29,MT543602.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11270935960591132,NA,NA,MT543602.1,NA,NA,Subject0100_BL_F,0,0,2017-01-11T00:00:00Z,2017,RSV-A,422,0.04867923835112355
PP_001SM5H.1,A.D.3,2019-11-05,USA,Hawaii,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ277928.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ277928.1,NA,NA,248580507,0,0,2019-11-05T00:00:00Z,2019,RSV-A,799,0.03537745688386125
PP_001JVNQ.2,A.3.1,2010-06-18,Australia,NA,"Di Giallonardo, F.; Kok, J.; Fernandez, M.; Carter, I.; Geoghegan, J. L.; Dwyer, D. E.; Holmes, E. C.; Eden, J. S.; Eden, J.-S.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,14887,2018-09-25,MH760595.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9825944170771757,NA,NA,MH760595.1,NA,NA,A/NSW/WM0484A/10,0,0,2010-06-18T00:00:00Z,2010,RSV-A,8,0.35355339059327373
PP_001F7AA.2,A.D,2014-06-16,New Zealand,Christchurch,"Shabman, R.; Das, S. R.; Shilts, M.; Fedorova, N.; Puri, V.; Shrivastava, S.; Amedeo, P.; Williams, M.; Barratt, K.; Mitchell, J.; Jennings, L.",J. Craig Venter Institute,Homo sapiens,15228,2016-10-01,KX765917.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,KX765917.1,NA,NA,RSVA/Homo sapiens/NZL/LJRSV28/2014,0,0,2014-06-16T00:00:00Z,2014,RSV-A,15,0.2581988897471611
PP_001QU1N.1,A.D.1,2020-11-02,Finland,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275877.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275877.1,NA,NA,358103026,0,0,2020-11-02T00:00:00Z,2020,RSV-A,54,0.13608276348795434
PP_001PLUB.1,A.D,2014-05-12,Argentina,Buenos Aires,"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.","Ricardo Gutierrez Children's Hospital, Virology Laboratory",Homo sapiens,15215,2023-02-11,ON237219.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9995402298850574,NA,NA,ON237219.1,NA,NA,HRSV/A/Argentina/BA-HNRG-006/2014,0,0,2014-05-12T00:00:00Z,2014,RSV-A,28,0.1889822365046136
PP_001A029.1,A.3.1.1,2010-12,China,NA,"Xia, Q.; Zhou, L.; Peng, C.; Hao, R.; Ni, K.; Zang, N.; Ren, L.; Deng, Y.; Xie, X.; He, L.; Tian, D.; Wang, L.; Huang, A.; Zhao, Y.; Zhao, X.; Fu, Z.; Tu, W.; Liu, E.","Children's Hospital of Chongqing Medical University, Department of Respiratory Medicine",Homo sapiens,1725,2012-11-20,JX682748.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,JX682748.1,NA,NA,CQ_Dec-2010/1199,0,0,2012-10-20T00:00:00Z,2012,RSV-A,51,0.14002800840280097
PP_001R527.1,A.D.3,2020-08-10,Taiwan,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276225.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276225.1,NA,NA,886104019,0,0,2020-08-10T00:00:00Z,2020,RSV-A,79,0.1125087900926024
PP_001HRWE.1,A.3.1,2010-03-31,Brazil,NA,"Di Paola, N.; Cunha, M. P.; Oliveira, D. B. L.; Durigon, E.; Durigon, G. S.; Zanotto, P. M. A.","Institute of Biological Sciences, Universeity of Sao Paulo, Microbiology",Homo sapiens,15188,2017-12-26,MG431254.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,MG431254.1,NA,NA,STA836,0,0,2010-03-31T00:00:00Z,2010,RSV-A,17,0.24253562503633297
PP_001DSM6.2,A.D,2012-11-09,USA,NA,"Das, S. R.; Halpin, R. A.; Shilts, M.; Puri, V.; Akopov, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Bishop, B.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.",J. Craig Venter Institute,Homo sapiens,15058,2016-04-06,KU950513.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9887027914614122,NA,NA,KU950513.1,NA,NA,RSVA/Homo sapiens/USA/TH_10173/2012,0,0,2012-11-09T00:00:00Z,2012,RSV-A,150,0.08164965809277261
PP_004C2MV.1,A.3.1,2011-04-19,Hong Kong,NA,"Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.","Public Health Laboratory Centre, Microbiology Division",Homo sapiens,15088,2025-10-31,PX437398.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9898193760262726,NA,NA,PX437398.1,NA,NA,V11-2231482-Hyb,0,0,2011-04-19T00:00:00Z,2011,RSV-A,10,0.31622776601683794
PP_0030N9R.2,A.D,2019-11-06,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15188,2025-06-30,hRSV/A/Spain/CT-HUVH-403970/2019,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118627045,0.9975697865353038,NA,NA,OZ279473.1,NA,NA,NA,0,0,2019-11-06T00:00:00Z,2019,RSV-A,120,0.09128709291752768
PP_001GWNU.1,A.D.3,2022-09-05,Japan,NA,"Ichikawa, Y.; Saito, R.","Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510",Homo sapiens,15226,2025-02-04,LC862034.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,LC862034.1,NA,NA,HRSV/A/Japan/22RS012iso/2022,0,0,2022-09-05T00:00:00Z,2022,RSV-A,21,0.2182178902359924
PP_001R246.1,A.D.5.2,2021-03-24,France,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276125.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276125.1,NA,NA,330104039,0,0,2021-03-24T00:00:00Z,2021,RSV-A,42,0.1543033499620919
PP_004EMXL.1,A.D.1.11,2025-07-04,Australia,Victoria,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15224,2025-12-17,hRSV/A/Australia/VIC-MMC-0009/2025,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120868990,0.9997372742200328,NA,Melbourne,OZ389162.1,NA,NA,NA,0,0,2025-07-04T00:00:00Z,2025,RSV-A,131,0.0873704056661038
PP_001XC1Q.1,A.D.1,2021-08-30,United Kingdom,Scotland,"Maloney, D. M.; Fernandes, G.; Jasim, S.; Dewar, R.; Templeton, K. E.","University of Edinburgh, Institute of Ecology and Evolution",Homo sapiens,15046,2024-09-25,PQ348800.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9341215106732348,NA,NA,PQ348800.1,NA,NA,RSVLO407,1,824,2021-08-30T00:00:00Z,2021,RSV-A,53,0.13736056394868904
PP_001SWWR.1,A.D.2,2016-04-18,South Africa,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ278259.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ278259.1,NA,NA,SA18_061,0,0,2016-04-18T00:00:00Z,2016,RSV-A,30,0.18257418583505536
PP_003UM2H.1,A.D.2.2,2017-01-18,France,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1716,2020-06-29,MT543590.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11270935960591132,NA,NA,MT543590.1,NA,NA,Subject0095_Day13_F,0,0,2017-01-18T00:00:00Z,2017,RSV-A,19,0.22941573387056174
PP_001XL0J.1,A.D.5.2,2021,Belgium,NA,"Stobbelaar, K.; Jacobs, L.; Serrano-Cano, F.; Van der Gucht, W.; Smet, A.; De Winter, B.; Cos, P.; De Vos, W.; Van Hoorenbeeck, K.; Verhulst, S.; Delputte, P.","University of Antwerp, LMPH",Homo sapiens,1725,2024-10-13,PQ410606.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,PQ410606.1,NA,NA,HRSV/A/BEL/RVRA126/2021,0,0,2021-01-01T00:00:00Z,2021,RSV-A,16,0.25
PP_001PVV0.1,A.D,2019-03-04,Philippines,Baguio,"Wang, L.; Lumandas, M. U.; Arguelles, V. L.; Morin, J.; Aggarwal, M.; Tatusov, R.; Vega, E.","Centers for Disease Control and Prevention (CDC), Division of Viral Diseases (DVD)",Homo sapiens,15259,2023-04-05,OP320377.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343185550084,NA,NA,OP320377.1,NA,NA,HRSV/A/Philippines/99058/2019,1,0,2019-03-04T00:00:00Z,2019,RSV-A,19,0.22941573387056174
PP_001QX69.1,A.D,2019-10-30,Japan,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275970.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275970.1,NA,NA,810103033,0,0,2019-10-30T00:00:00Z,2019,RSV-A,73,0.11704114719613057
PP_001XBJQ.1,A.D.3,2019-12-03,United Kingdom,Scotland,"Maloney, D. M.; Fernandes, G.; Jasim, S.; Dewar, R.; Templeton, K. E.","University of Edinburgh, Institute of Ecology and Evolution",Homo sapiens,15049,2024-09-25,PQ348783.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.93688013136289,NA,NA,PQ348783.1,NA,NA,RSVLO14,0,783,2019-12-03T00:00:00Z,2019,RSV-A,130,0.08770580193070293
PP_004JG8V.1,A.3.1,2010-11-02,Germany,NA,"Le, Duyen Bao; Tometten, Inga; Lübke, Nadine; Paluschinski, Martha; Schupp, Anna-Kathrin; Ehlkes, Lutz; Kreuzer, Pascal; Zacharias, Nicole; Timm, Joerg; Dilthey, Alexander; Walker, Andreas","Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf , Düsseldorf, Germany; Institute of Virology , University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Düsseldorf Health Authority (Gesundheitsamt Düsseldorf), Düsseldorf, Germany; Institute for Hygiene and Public Health, University Hospital Bonn, Bonn, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Medical Microbiology and Hospital Hygiene, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany; Institute of Virology, University Hospital Düsseldorf Heinrich Heine University Düsseldorf, Düsseldorf, Germany",Homo sapiens,14741,2026-02-10,hRSV/A/Germany/NRW-HHU-13/2010,Institute of Virology Düsseldorf,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121347098,0.9730049261083744,NA,Düsseldorf,OZ411868.1,NA,NA,NA,0,0,2010-11-02T00:00:00Z,2010,RSV-A,8,0.35355339059327373
PP_004MKCC.1,A.D.3.1,2026-01-08,Spain,Catalonia,"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,Homo sapiens,15191,2026-03-04,hRSV/A/Spain/CT-HUAV-345184/2026,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA121925908,0.9788505747126436,NA,NA,NA,NA,NA,NA,0,287,2026-01-08T00:00:00Z,2026,RSV-A,63,0.1259881576697424
PP_001R733.1,A.D.2.2,2016-02-12,USA,California,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276294.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276294.1,NA,NA,A_CA_31522_2016_44,0,0,2016-02-12T00:00:00Z,2016,RSV-A,486,0.045360921162651446
